 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC      Illu%  Ang-diam                r        rdot             delta      deldot     S-O-T /r     S-T-O  App_Lon_Sun
******************************************************************************************************************************************************************
$$SOE
 2022-Nov-08 00:00     05 37 05.59 +24 10 40.0   95.32874  15.84145   1.494966019510   2.2516371  0.59118958925068  -6.4211946  140.4493 /L   24.9683  334.8115113
 2022-Nov-09 00:00     05 36 30.80 +24 13 20.3   95.57271  15.93988   1.496267134480   2.2538824  0.58753902658912  -6.2197812  141.5818 /L   24.2975  335.3530310
 2022-Nov-10 00:00     05 35 52.16 +24 15 59.2   95.81515  16.03629   1.497569486070   2.2559225  0.58400674569142  -6.0115380  142.7291 /L   23.6132  335.8936088
 2022-Nov-11 00:00     05 35 09.66 +24 18 36.3   96.05563  16.13047   1.498872956010   2.2577584  0.58059674110506  -5.7962947  143.8913 /L   22.9154  336.4332461
 2022-Nov-12 00:00     05 34 23.36 +24 21 11.5   96.29366  16.22222   1.500177426545   2.2593909  0.57731309997445  -5.5739021  145.0681 /L   22.2043  336.9719447
 2022-Nov-13 00:00     05 33 33.26 +24 23 44.2   96.52878  16.31131   1.501482780441   2.2608210  0.57415998800061  -5.3442381  146.2595 /L   21.4801  337.5097063
 2022-Nov-14 00:00     05 32 39.42 +24 26 14.3   96.76047  16.39751   1.502788900997   2.2620495  0.57114163316246  -5.1072094  147.4653 /L   20.7429  338.0465327
 2022-Nov-15 00:00     05 31 41.89 +24 28 41.2   96.98823  16.48059   1.504095672046   2.2630773  0.56826230887752  -4.8627518  148.6852 /L   19.9929  338.5824260
 2022-Nov-16 00:00     05 30 40.74 +24 31 04.7   97.21152  16.56033   1.505402977972   2.2639055  0.56552631769914  -4.6108284  149.9189 /L   19.2304  339.1173880
 2022-Nov-17 00:00     05 29 36.02 +24 33 24.3   97.42981  16.63647   1.506710703716   2.2645351  0.56293797593865  -4.3514283  151.1661 /L   18.4558  339.6514209
 2022-Nov-18 00:00     05 28 27.84 +24 35 39.7   97.64257  16.70878   1.508018734783   2.2649669  0.56050159885785  -4.0845662  152.4264 /L   17.6693  340.1845268
 2022-Nov-19 00:00     05 27 16.29 +24 37 50.4   97.84923  16.77703   1.509326957250   2.2652021  0.55822148531504  -3.8102851  153.6994 /L   16.8715  340.7167079
 2022-Nov-20 00:00     05 26 01.48 +24 39 56.0   98.04925  16.84098   1.510635257772   2.2652417  0.55610189997507  -3.5286619  154.9845 /L   16.0627  341.2479666
 2022-Nov-21 00:00     05 24 43.53 +24 41 56.1   98.24208  16.90039   1.511943523592   2.2650865  0.55414705053199  -3.2398192  156.2812 /L   15.2434  341.7783051
 2022-Nov-22 00:00     05 23 22.59 +24 43 50.5   98.42719  16.95503   1.513251642544   2.2647377  0.55236105720125  -2.9439404  157.5889 /L   14.4144  342.3077260
 2022-Nov-23 00:00     05 21 58.79 +24 45 38.6   98.60403  17.00469   1.514559503066   2.2641962  0.55074791263074  -2.6412867  158.9067 /L   13.5762  342.8362318
 2022-Nov-24 00:00     05 20 32.30 +24 47 20.2   98.77209  17.04916   1.515866994200   2.2634633  0.54931143293335  -2.3322096  160.2340 /L   12.7296  343.3638251
 2022-Nov-25 00:00     05 19 03.31 +24 48 54.9   98.93087  17.08824   1.517174005606   2.2625398  0.54805520459241  -2.0171515  161.5696 /L   11.8753  343.8905084
 2022-Nov-26 00:00     05 17 32.00 +24 50 22.5   99.07989  17.12175   1.518480427561   2.2614271  0.54698253592189  -1.6966291  162.9127 /L   11.0143  344.4162846
 2022-Nov-27 00:00     05 15 58.57 +24 51 42.7   99.21870  17.14954   1.519786150969   2.2601260  0.54609642289936  -1.3712013  164.2620 /L   10.1477  344.9411564
 2022-Nov-28 00:00     05 14 23.22 +24 52 55.2   99.34689  17.17145   1.521091067367   2.2586376  0.54539953582423  -1.0414309  165.6162 /L    9.2764  345.4651266
 2022-Nov-29 00:00     05 12 46.17 +24 53 59.8   99.46408  17.18737   1.522395068928   2.2569632  0.54489422669901  -0.7078531  166.9735 /L    8.4019  345.9881981
 2022-Nov-30 00:00     05 11 07.64 +24 54 56.4   99.56994  17.19721   1.523698048464   2.2551037  0.54458255123737  -0.3709571  168.3319 /L    7.5258  346.5103740
 2022-Dec-01 00:00     05 09 27.84 +24 55 44.9   99.66417  17.20088   1.524999899435   2.2530603  0.54446629704765  -0.0311825  169.6888 /L    6.6500  347.0316572
 2022-Dec-02 00:00     05 07 47.00 +24 56 25.1   99.74652  17.19833   1.526300515952   2.2508341  0.54454701099014   0.3110751  171.0402 /L    5.7773  347.5520509
 2022-Dec-03 00:00     05 06 05.35 +24 56 57.1   99.81679  17.18952   1.527599792781   2.2484264  0.54482602191212   0.6554547  172.3804 /L    4.9118  348.0715582
 2022-Dec-04 00:00     05 04 23.09 +24 57 20.7   99.87483  17.17444   1.528897625346   2.2458382  0.54530445780405   1.0016203  173.6990 /L    4.0604  348.5901823
 2022-Dec-05 00:00     05 02 40.47 +24 57 36.1   99.92053  17.15309   1.530193909733   2.2430706  0.54598325794872   1.3492532  174.9762 /L    3.2359  349.1079264
 2022-Dec-06 00:00     05 00 57.70 +24 57 43.3   99.95384  17.12549   1.531488542693   2.2401248  0.54686318098998   1.6980455  176.1680 /L    2.4670  349.6247940
 2022-Dec-07 00:00     04 59 15.01 +24 57 42.4   99.97473  17.09168   1.532781421646   2.2370020  0.54794480960917   2.0476948  177.1628 /L    1.8252  350.1407883
 2022-Dec-08 00:00     04 57 32.61 +24 57 33.6   99.98325  17.05174   1.534072444687   2.2337033  0.54922855220173   2.3978993  177.6900 /L    1.4837  350.6559128
 2022-Dec-09 00:00     04 55 50.72 +24 57 17.2   99.97949  17.00572   1.535361510582   2.2302299  0.55071464188304   2.7483532  177.4437 /T    1.6386  351.1701710
 2022-Dec-10 00:00     04 54 09.57 +24 56 53.3   99.96358  16.95374   1.536648518778   2.2265830  0.55240313335008   3.0987441  176.5899 /T    2.1828  351.6835664
 2022-Dec-11 00:00     04 52 29.35 +24 56 22.3   99.93569  16.89591   1.537933369403   2.2227637  0.55429389844110   3.4487511  175.4622 /T    2.9014  352.1961026
 2022-Dec-12 00:00     04 50 50.29 +24 55 44.5   99.89605  16.83236   1.539215963268   2.2187733  0.55638662147159   3.7980460  174.2217 /T    3.6901  352.7077832
 2022-Dec-13 00:00     04 49 12.58 +24 55 00.4   99.84491  16.76324   1.540496201870   2.2146130  0.55868079543656   4.1462951  172.9305 /T    4.5086  353.2186119
 2022-Dec-14 00:00     04 47 36.42 +24 54 10.2   99.78258  16.68871   1.541773987390   2.2102838  0.56117571991463   4.4931628  171.6151 /T    5.3397  353.7285924
 2022-Dec-15 00:00     04 46 02.01 +24 53 14.6   99.70940  16.60896   1.543049222699   2.2057870  0.56387050103227   4.8383153  170.2882 /T    6.1748  354.2377285
 2022-Dec-16 00:00     04 44 29.52 +24 52 14.0   99.62575  16.52416   1.544321811361   2.2011237  0.56676405322594   5.1814230  168.9571 /T    7.0091  354.7460240
 2022-Dec-17 00:00     04 42 59.14 +24 51 08.8   99.53202  16.43453   1.545591657631   2.1962953  0.56985510184628   5.5221606  167.6259 /T    7.8397  355.2534827
 2022-Dec-18 00:00     04 41 31.03 +24 49 59.6   99.42866  16.34027   1.546858666457   2.1913029  0.57314218493980   5.8602040  166.2976 /T    8.6644  355.7601086
 2022-Dec-19 00:00     04 40 05.36 +24 48 47.1   99.31612  16.24162   1.548122743483   2.1861477  0.57662365193479   6.1952226  164.9742 /T    9.4817  356.2659056
 2022-Dec-20 00:00     04 38 42.28 +24 47 31.6   99.19489  16.13879   1.549383795047   2.1808309  0.58029765673477   6.5268677  163.6573 /T   10.2905  356.7708777
 2022-Dec-21 00:00     04 37 21.94 +24 46 13.9   99.06546  16.03202   1.550641728184   2.1753536  0.58416214342796   6.8547593  162.3481 /T   11.0896  357.2750289
 2022-Dec-22 00:00     04 36 04.47 +24 44 54.4   98.92836  15.92156   1.551896450628   2.1697172  0.58821482512470   7.1784769  161.0478 /T   11.8784  357.7783632
 2022-Dec-23 00:00     04 34 50.01 +24 43 33.9   98.78412  15.80766   1.553147870809   2.1639227  0.59245316051413   7.4975619  159.7570 /T   12.6560  358.2808848
 2022-Dec-24 00:00     04 33 38.66 +24 42 12.8   98.63327  15.69057   1.554395897858   2.1579715  0.59687433727417   7.8115397  158.4767 /T   13.4219  358.7825979
 2022-Dec-25 00:00     04 32 30.54 +24 40 51.7   98.47636  15.57055   1.555640441604   2.1518647  0.60147527333112   8.1199586  157.2073 /T   14.1756  359.2835065
 2022-Dec-26 00:00     04 31 25.75 +24 39 31.3   98.31393  15.44785   1.556881412581   2.1456036  0.60625264310981   8.4224341  155.9496 /T   14.9165  359.7836150
 2022-Dec-27 00:00     04 30 24.34 +24 38 12.0   98.14652  15.32273   1.558118722023   2.1391893  0.61120292697145   8.7186823  154.7040 /T   15.6442    0.2829275
 2022-Dec-28 00:00     04 29 26.41 +24 36 54.2   97.97465  15.19545   1.559352281862   2.1326231  0.61632247327028   9.0085298  153.4708 /T   16.3585    0.7814483
 2022-Dec-29 00:00     04 28 31.99 +24 35 38.6   97.79884  15.06626   1.560582004734   2.1259061  0.62160755946287   9.2919012  152.2504 /T   17.0591    1.2791818
 2022-Dec-30 00:00     04 27 41.14 +24 34 25.4   97.61960  14.93539   1.561807803977   2.1190396  0.62705444230182   9.5687959  151.0430 /T   17.7457    1.7761323
 2022-Dec-31 00:00     04 26 53.87 +24 33 15.2   97.43740  14.80307   1.563029593633   2.1120248  0.63265939355918   9.8392628  149.8489 /T   18.4182    2.2723042
 2023-Jan-01 00:00     04 26 10.21 +24 32 08.1   97.25273  14.66953   1.564247288449   2.1048630  0.63841872281646  10.1033814  148.6681 /T   19.0766    2.7677019
 2023-Jan-02 00:00     04 25 30.18 +24 31 04.7   97.06603  14.53497   1.565460803875   2.0975553  0.64432879103619  10.3612487  147.5008 /T   19.7206    3.2623297
 2023-Jan-03 00:00     04 24 53.77 +24 30 05.1   96.87774  14.39960   1.566670056068   2.0901031  0.65038601851773  10.6129722  146.3470 /T   20.3503    3.7561923
 2023-Jan-04 00:00     04 24 20.98 +24 29 09.6   96.68827  14.26361   1.567874961889   2.0825074  0.65658688971428  10.8586662  145.2068 /T   20.9657    4.2492941
 2023-Jan-05 00:00     04 23 51.81 +24 28 18.5   96.49802  14.12718   1.569075438904   2.0747696  0.66292795618913  11.0984485  144.0801 /T   21.5667    4.7416395
 2023-Jan-06 00:00     04 23 26.23 +24 27 32.0   96.30736  13.99047   1.570271405385   2.0668907  0.66940583814709  11.3324385  142.9670 /T   22.1534    5.2332332
 2023-Jan-07 00:00     04 23 04.23 +24 26 50.3   96.11665  13.85364   1.571462780304   2.0588721  0.67601722457451  11.5607546  141.8673 /T   22.7259    5.7240797
 2023-Jan-08 00:00     04 22 45.79 +24 26 13.5   95.92622  13.71685   1.572649483338   2.0507150  0.68275887197152  11.7835120  140.7811 /T   23.2842    6.2141837
 2023-Jan-09 00:00     04 22 30.88 +24 25 41.8   95.73640  13.58023   1.573831434863   2.0424206  0.68962760181542  12.0008203  139.7082 /T   23.8285    6.7035497
 2023-Jan-10 00:00     04 22 19.46 +24 25 15.2   95.54748  13.44391   1.575008555956   2.0339901  0.69662029708839  12.2127828  138.6485 /T   24.3588    7.1921824
 2023-Jan-11 00:00     04 22 11.50 +24 24 53.9   95.35975  13.30801   1.576180768389   2.0254247  0.70373389830059  12.4194954  137.6019 /T   24.8752    7.6800865
 2023-Jan-12 00:00     04 22 06.98 +24 24 38.0   95.17346  13.17265   1.577347994626   2.0167256  0.71096539935473  12.6210469  136.5683 /T   25.3779    8.1672667
 2023-Jan-13 00:00     04 22 05.84 +24 24 27.4   94.98888  13.03793   1.578510157825   2.0078940  0.71831184331469  12.8175188  135.5476 /T   25.8670    8.6537276
 2023-Jan-14 00:00     04 22 08.05 +24 24 22.3   94.80622  12.90394   1.579667181834   1.9989311  0.72577031769571  13.0089832  134.5396 /T   26.3427    9.1394741
 2023-Jan-15 00:00     04 22 13.58 +24 24 22.6   94.62571  12.77078   1.580818991190   1.9898380  0.73333794836570  13.1955000  133.5442 /T   26.8051    9.6245109
 2023-Jan-16 00:00     04 22 22.38 +24 24 28.3   94.44754  12.63853   1.581965511114   1.9806160  0.74101189065681  13.3771102  132.5612 /T   27.2544   10.1088428
 2023-Jan-17 00:00     04 22 34.40 +24 24 39.5   94.27189  12.50726   1.583106667513   1.9712663  0.74878931604246  13.5538269  131.5905 /T   27.6907   10.5924745
 2023-Jan-18 00:00     04 22 49.61 +24 24 56.0   94.09896  12.37704   1.584242386978   1.9617901  0.75666739310811  13.7256254  130.6320 /T   28.1142   11.0754109
 2023-Jan-19 00:00     04 23 07.96 +24 25 17.9   93.92888  12.24793   1.585372596781   1.9521884  0.76464326305113  13.8924349  129.6855 /T   28.5250   11.5576569
 2023-Jan-20 00:00     04 23 29.41 +24 25 45.0   93.76181  12.12001   1.586497224872   1.9424626  0.77271401294003  14.0541400  128.7509 /T   28.9234   12.0392173
 2023-Jan-21 00:00     04 23 53.91 +24 26 17.4   93.59788  11.99332   1.587616199881   1.9326136  0.78087665388896  14.2105973  127.8280 /T   29.3095   12.5200970
 2023-Jan-22 00:00     04 24 21.43 +24 26 54.8   93.43722  11.86791   1.588729451111   1.9226428  0.78912811394798  14.3616694  126.9167 /T   29.6835   13.0003008
 2023-Jan-23 00:00     04 24 51.90 +24 27 37.3   93.27991  11.74383   1.589836908544   1.9125513  0.79746525365053  14.5072670  126.0168 /T   30.0455   13.4798336
 2023-Jan-24 00:00     04 25 25.29 +24 28 24.6   93.12606  11.62114   1.590938502834   1.9023403  0.80588490455720  14.6473832  125.1282 /T   30.3958   13.9587005
 2023-Jan-25 00:00     04 26 01.53 +24 29 16.6   92.97573  11.49986   1.592034165305   1.8920109  0.81438392142343  14.7821049  124.2507 /T   30.7346   14.4369064
 2023-Jan-26 00:00     04 26 40.57 +24 30 13.2   92.82899  11.38003   1.593123827952   1.8815643  0.82295923338685  14.9115987  123.3841 /T   31.0621   14.9144561
 2023-Jan-27 00:00     04 27 22.35 +24 31 14.1   92.68587  11.26168   1.594207423431   1.8710016  0.83160788215902  15.0360825  122.5282 /T   31.3786   15.3913547
 2023-Jan-28 00:00     04 28 06.82 +24 32 19.2   92.54640  11.14483   1.595284885068   1.8603240  0.84032704267996  15.1557953  121.6828 /T   31.6842   15.8676072
 2023-Jan-29 00:00     04 28 53.90 +24 33 28.2   92.41062  11.02950   1.596356146849   1.8495325  0.84911402854539  15.2709754  120.8476 /T   31.9792   16.3432185
 2023-Jan-30 00:00     04 29 43.55 +24 34 41.0   92.27853  10.91570   1.597421143422   1.8386285  0.85796628767968  15.3818485  120.0225 /T   32.2640   16.8181937
 2023-Jan-31 00:00     04 30 35.71 +24 35 57.3   92.15014  10.80344   1.598479810093   1.8276130  0.86688139356290  15.4886236  119.2072 /T   32.5386   17.2925378
 2023-Feb-01 00:00     04 31 30.31 +24 37 16.8   92.02544  10.69273   1.599532082826   1.8164872  0.87585703561039  15.5914934  118.4015 /T   32.8033   17.7662557
 2023-Feb-02 00:00     04 32 27.30 +24 38 39.4   91.90445  10.58356   1.600577898240   1.8052522  0.88489101047161  15.6906369  117.6051 /T   33.0584   18.2393527
 2023-Feb-03 00:00     04 33 26.62 +24 40 04.9   91.78713  10.47595   1.601617193609   1.7939091  0.89398121468102  15.7862213  116.8178 /T   33.3041   18.7118337
 2023-Feb-04 00:00     04 34 28.23 +24 41 33.0   91.67348  10.36988   1.602649906855   1.7824590  0.90312563833024  15.8784034  116.0395 /T   33.5406   19.1837038
 2023-Feb-05 00:00     04 35 32.06 +24 43 03.4   91.56348  10.26534   1.603675976547   1.7709030  0.91232235912043  15.9673297  115.2699 /T   33.7681   19.6549681
 2023-Feb-06 00:00     04 36 38.07 +24 44 36.0   91.45711  10.16234   1.604695341904   1.7592424  0.92156953614951  16.0531354  114.5088 /T   33.9868   20.1256316
 2023-Feb-07 00:00     04 37 46.20 +24 46 10.5   91.35434  10.06085   1.605707942790   1.7474781  0.93086540297463  16.1359429  113.7560 /T   34.1970   20.5956994
 2023-Feb-08 00:00     04 38 56.41 +24 47 46.8   91.25514  9.960878   1.606713719710   1.7356114  0.94020825975496  16.2158602  113.0113 /T   34.3988   21.0651768
 2023-Feb-09 00:00     04 40 08.66 +24 49 24.5   91.15949  9.862400   1.607712613810   1.7236433  0.94959646451500  16.2929794  112.2745 /T   34.5924   21.5340687
 2023-Feb-10 00:00     04 41 22.89 +24 51 03.5   91.06735  9.765404   1.608704566873   1.7115750  0.95902842367208  16.3673758  111.5455 /T   34.7780   22.0023804
 2023-Feb-11 00:00     04 42 39.06 +24 52 43.5   90.97869  9.669876   1.609689521318   1.6994075  0.96850258188790  16.4391063  110.8240 /T   34.9557   22.4701169
 2023-Feb-12 00:00     04 43 57.13 +24 54 24.4   90.89349  9.575801   1.610667420198   1.6871418  0.97801741103955  16.5082078  110.1098 /T   35.1258   22.9372834
 2023-Feb-13 00:00     04 45 17.07 +24 56 05.9   90.81170  9.483162   1.611638207196   1.6747792  0.98757139775202  16.5746938  109.4030 /T   35.2885   23.4038850
 2023-Feb-14 00:00     04 46 38.83 +24 57 47.8   90.73330  9.391945   1.612601826624   1.6623206  0.99716302866552  16.6385499  108.7032 /T   35.4437   23.8699269
 2023-Feb-15 00:00     04 48 02.38 +24 59 29.9   90.65826  9.302131   1.613558223419   1.6497673  1.00679077269433  16.6997284  108.0103 /T   35.5918   24.3354142
 2023-Feb-16 00:00     04 49 27.68 +25 01 12.1   90.58653  9.213706   1.614507343148   1.6371202  1.01645306031760  16.7581435  107.3242 /T   35.7329   24.8003522
 2023-Feb-17 00:00     04 50 54.70 +25 02 54.0   90.51809  9.126654   1.615449131995   1.6243805  1.02614826172594  16.8136729  106.6449 /T   35.8670   25.2647460
 2023-Feb-18 00:00     04 52 23.40 +25 04 35.6   90.45289  9.040959   1.616383536766   1.6115492  1.03587466830150  16.8661690  105.9721 /T   35.9944   25.7286008
 2023-Feb-19 00:00     04 53 53.76 +25 06 16.5   90.39091  8.956606   1.617310504881   1.5986273  1.04563048434537  16.9154831  105.3058 /T   36.1151   26.1919218
 2023-Feb-20 00:00     04 55 25.73 +25 07 56.7   90.33210  8.873581   1.618229984378   1.5856159  1.05541383603076  16.9614992  104.6458 /T   36.2293   26.6547142
 2023-Feb-21 00:00     04 56 59.29 +25 09 35.8   90.27642  8.791870   1.619141923903   1.5725162  1.06522280037171  17.0041677  103.9921 /T   36.3372   27.1169831
 2023-Feb-22 00:00     04 58 34.39 +25 11 13.8   90.22382  8.711458   1.620046272717   1.5593290  1.07505544940140  17.0435222  103.3446 /T   36.4389   27.5787338
 2023-Feb-23 00:00     05 00 11.01 +25 12 50.3   90.17424  8.632330   1.620942980684   1.5460556  1.08490989814645  17.0796753  102.7031 /T   36.5345   28.0399715
 2023-Feb-24 00:00     05 01 49.10 +25 14 25.1   90.12763  8.554470   1.621831998274   1.5326970  1.09478434401359  17.1127949  102.0675 /T   36.6242   28.5007014
 2023-Feb-25 00:00     05 03 28.62 +25 15 58.1   90.08393  8.477862   1.622713276556   1.5192541  1.10467709026274  17.1430747  101.4377 /T   36.7081   28.9609289
 2023-Feb-26 00:00     05 05 09.54 +25 17 29.1   90.04309  8.402488   1.623586767201   1.5057280  1.11458655330895  17.1707094  100.8136 /T   36.7864   29.4206589
 2023-Feb-27 00:00     05 06 51.83 +25 18 57.8   90.00503  8.328329   1.624452422474   1.4921197  1.12451125841144  17.1958796  100.1950 /T   36.8592   29.8798969
 2023-Feb-28 00:00     05 08 35.44 +25 20 24.0   89.96970  8.255367   1.625310195234   1.4784304  1.13444982953454  17.2187462   99.5818 /T   36.9267   30.3386480
 2023-Mar-01 00:00     05 10 20.34 +25 21 47.5   89.93705  8.183583   1.626160038933   1.4646609  1.14440097796537  17.2394512   98.9738 /T   36.9890   30.7969174
 2023-Mar-02 00:00     05 12 06.50 +25 23 08.1   89.90701  8.112956   1.627001907611   1.4508123  1.15436349232400  17.2581211   98.3710 /T   37.0462   31.2547103
 2023-Mar-03 00:00     05 13 53.88 +25 24 25.8   89.87952  8.043467   1.627835755898   1.4368857  1.16433623093162  17.2748714   97.7733 /T   37.0985   31.7120322
 2023-Mar-04 00:00     05 15 42.45 +25 25 40.1   89.85454  7.975096   1.628661539007   1.4228820  1.17431811640340  17.2898096   97.1804 /T   37.1460   32.1688881
 2023-Mar-05 00:00     05 17 32.18 +25 26 51.1   89.83200  7.907824   1.629479212732   1.4088023  1.18430813173298  17.3030374   96.5923 /T   37.1888   32.6252835
 2023-Mar-06 00:00     05 19 23.04 +25 27 58.5   89.81185  7.841630   1.630288733447   1.3946475  1.19430531687316  17.3146502   96.0089 /T   37.2271   33.0812233
 2023-Mar-07 00:00     05 21 15.00 +25 29 02.1   89.79404  7.776494   1.631090058101   1.3804187  1.20430876478552  17.3247358   95.4300 /T   37.2608   33.5367130
 2023-Mar-08 00:00     05 23 08.04 +25 30 01.9   89.77852  7.712397   1.631883144221   1.3661168  1.21431761607903  17.3333708   94.8555 /T   37.2903   33.9917577
 2023-Mar-09 00:00     05 25 02.11 +25 30 57.5   89.76525  7.649320   1.632667949905   1.3517428  1.22433105165181  17.3406174   94.2854 /T   37.3154   34.4463628
 2023-Mar-10 00:00     05 26 57.21 +25 31 49.0   89.75416  7.587243   1.633444433822   1.3372977  1.23434828312969  17.3465192   93.7195 /T   37.3364   34.9005334
 2023-Mar-11 00:00     05 28 53.31 +25 32 36.0   89.74522  7.526147   1.634212555205   1.3227826  1.24436854125700  17.3510984   93.1577 /T   37.3534   35.3542750
 2023-Mar-12 00:00     05 30 50.37 +25 33 18.5   89.73839  7.466013   1.634972273856   1.3081984  1.25439106262445  17.3543527   92.6000 /T   37.3663   35.8075927
 2023-Mar-13 00:00     05 32 48.39 +25 33 56.4   89.73363  7.406824   1.635723550137   1.2935459  1.26441507515540  17.3562539   92.0462 /T   37.3754   36.2604917
 2023-Mar-14 00:00     05 34 47.33 +25 34 29.5   89.73089  7.348562   1.636466344970   1.2788263  1.27443978266069  17.3567466   91.4963 /T   37.3806   36.7129774
 2023-Mar-15 00:00     05 36 47.19 +25 34 57.6   89.73015  7.291211   1.637200619834   1.2640404  1.28446434869028  17.3557468   90.9503 /T   37.3820   37.1650549
 2023-Mar-16 00:00     05 38 47.94 +25 35 20.7   89.73135  7.234753   1.637926336762   1.2491893  1.29448788011824  17.3531424   90.4079 /T   37.3798   37.6167296
 2023-Mar-17 00:00     05 40 49.56 +25 35 38.6   89.73448  7.179174   1.638643458341   1.2342739  1.30450941164218  17.3487965   89.8693 /T   37.3740   38.0680067
 2023-Mar-18 00:00     05 42 52.03 +25 35 51.2   89.73949  7.124459   1.639351947711   1.2192951  1.31452789367534  17.3425563   89.3343 /T   37.3646   38.5188915
 2023-Mar-19 00:00     05 44 55.34 +25 35 58.3   89.74635  7.070594   1.640051768555   1.2042539  1.32454218751105  17.3342693   88.8028 /T   37.3517   38.9693893
 2023-Mar-20 00:00     05 46 59.47 +25 35 59.8   89.75503  7.017566   1.640742885100   1.1891512  1.33455107210050  17.3238070   88.2750 /T   37.3353   39.4195053
 2023-Mar-21 00:00     05 49 04.39 +25 35 55.7   89.76549  6.965362   1.641425262116   1.1739880  1.34455326509078  17.3110896   87.7506 /T   37.3156   39.8692449
 2023-Mar-22 00:00     05 51 10.10 +25 35 45.7   89.77768  6.913970   1.642098864912   1.1587651  1.35454745663909  17.2961036   87.2297 /T   37.2926   40.3186131
 2023-Mar-23 00:00     05 53 16.56 +25 35 29.8   89.79157  6.863377   1.642763659336   1.1434836  1.36453234961216  17.2789056   86.7122 /T   37.2664   40.7676154
 2023-Mar-24 00:00     05 55 23.75 +25 35 07.8   89.80712  6.813572   1.643419611769   1.1281443  1.37450669707186  17.2596098   86.1982 /T   37.2370   41.2162569
 2023-Mar-25 00:00     05 57 31.66 +25 34 39.6   89.82428  6.764541   1.644066689122   1.1127482  1.38446932933271  17.2383655   85.6874 /T   37.2045   41.6645430
 2023-Mar-26 00:00     05 59 40.25 +25 34 05.2   89.84300  6.716273   1.644704858839   1.0972962  1.39441916738406  17.2153337   85.1799 /T   37.1691   42.1124790
 2023-Mar-27 00:00     06 01 49.51 +25 33 24.4   89.86325  6.668754   1.645334088895   1.0817892  1.40435522421765  17.1906696   84.6756 /T   37.1307   42.5600701
 2023-Mar-28 00:00     06 03 59.42 +25 32 37.0   89.88498  6.621972   1.645954347787   1.0662280  1.41427659831138  17.1645132   84.1745 /T   37.0895   43.0073215
 2023-Mar-29 00:00     06 06 09.95 +25 31 43.1   89.90814  6.575913   1.646565604541   1.0506137  1.42418246382197  17.1369866   83.6764 /T   37.0455   43.4542386
 2023-Mar-30 00:00     06 08 21.07 +25 30 42.4   89.93269  6.530564   1.647167828706   1.0349471  1.43407206087826  17.1081968   83.1813 /T   36.9988   43.9008264
 2023-Mar-31 00:00     06 10 32.78 +25 29 35.0   89.95861  6.485913   1.647760990359   1.0192291  1.44394468783608  17.0782392   82.6892 /T   36.9495   44.3470905
 2023-Apr-01 00:00     06 12 45.05 +25 28 20.7   89.98583  6.441947   1.648345060100   1.0034607  1.45379969607708  17.0472026   82.2000 /T   36.8976   44.7930359
 2023-Apr-02 00:00     06 14 57.85 +25 26 59.4   90.01434  6.398652   1.648920009053   0.9876428  1.46363648705928  17.0151721   81.7136 /T   36.8432   45.2386681
 2023-Apr-03 00:00     06 17 11.18 +25 25 31.2   90.04409  6.356016   1.649485808865   0.9717762  1.47345451077638  16.9822307   81.2300 /T   36.7864   45.6839923
 2023-Apr-04 00:00     06 19 25.01 +25 23 55.8   90.07504  6.314026   1.650042431703   0.9558619  1.48325326444052  16.9484585   80.7490 /T   36.7272   46.1290137
 2023-Apr-05 00:00     06 21 39.32 +25 22 13.2   90.10717  6.272671   1.650589850256   0.9399007  1.49303229002341  16.9139297   80.2707 /T   36.6656   46.5737375
 2023-Apr-06 00:00     06 23 54.11 +25 20 23.4   90.14044  6.231937   1.651128037732   0.9238936  1.50279116930778  16.8787069   79.7950 /T   36.6017   47.0181691
 2023-Apr-07 00:00     06 26 09.34 +25 18 26.3   90.17482  6.191813   1.651656967855   0.9078414  1.51252951539183  16.8428348   79.3218 /T   36.5357   47.4623136
 2023-Apr-08 00:00     06 28 25.01 +25 16 21.8   90.21028  6.152287   1.652176614868   0.8917450  1.52224696018806  16.8063328   78.8510 /T   36.4674   47.9061764
 2023-Apr-09 00:00     06 30 41.10 +25 14 09.9   90.24680  6.113347   1.652686953526   0.8756055  1.53194313827958  16.7691900   78.3827 /T   36.3970   48.3497628
 2023-Apr-10 00:00     06 32 57.60 +25 11 50.5   90.28435  6.074982   1.653187959094   0.8594235  1.54161766831798  16.7313620   77.9167 /T   36.3244   48.7930780
 2023-Apr-11 00:00     06 35 14.50 +25 09 23.6   90.32291  6.037182   1.653679607349   0.8432001  1.55127013369670  16.6927713   77.4530 /T   36.2498   49.2361273
 2023-Apr-12 00:00     06 37 31.78 +25 06 49.0   90.36245  5.999936   1.654161874573   0.8269359  1.56090006435315  16.6533111   76.9916 /T   36.1732   49.6789159
 2023-Apr-13 00:00     06 39 49.44 +25 04 06.9   90.40296  5.963234   1.654634737549   0.8106321  1.57050692132379  16.6128508   76.5325 /T   36.0945   50.1214491
 2023-Apr-14 00:00     06 42 07.46 +25 01 17.0   90.44442  5.927067   1.655098173565   0.7942893  1.58009008537447  16.5712445   76.0755 /T   36.0138   50.5637320
 2023-Apr-15 00:00     06 44 25.83 +24 58 19.4   90.48680  5.891427   1.655552160410   0.7779085  1.58964885093269  16.5283412   75.6207 /T   35.9312   51.0057700
